Industry,Activity,Location,Website / Link,Linkedin Page,Size of the Company,JOB Position,Certification,Accroche,Opportunity Status,number of contact iteration
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,11
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,from 50 to 100,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Bizerte,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Tunis,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sousse,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Ariana,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Zaghouan,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Tunis,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Zaghouan,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Bizerte,No,No,300-500,marketing agent,No,E-mail,yes,11
industrial manufacturing,aluminium manufacturing,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,11
industrial manufacturing,aluminium manufacturing,Ariana,No,No,300-500,marketing agent,No,E-mail,yes,11
industrial manufacturing,car manufacturing,Ariana,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Zaghouan,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Ben Arous,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Monastir,No,No,300-500,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Ben Arous,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Sfax,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Ben Arous,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Nabeul,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Zaghouan,No,No,300-500,RH,No,Phone,No,12
industrial manufacturing,car manufacturing,Beja,No,No,from 50 to 100,RH,No,Phone,No,12
industrial manufacturing,car manufacturing,Monastir,No,No,from 50 to 100,Procurement Manager,No,Phone,No,12
industrial manufacturing,car manufacturing,MaNouba,No,No,from 50 to 100,Procurement Manager,No,Phone,No,12
industrial manufacturing,car manufacturing,Tunis,No,No,300-500,Procurement Manager,No,Phone,No,12
industrial manufacturing,car manufacturing,Sfax,No,No,300-500,Procurement Manager,No,Phone,No,12
industrial manufacturing,car manufacturing,Sfax,No,No,from 50 to 100,Procurement Manager,yes,Phone,No,12
industrial manufacturing,car manufacturing,Bizerte,No,No,from 50 to 100,Procurement Manager,yes,Phone,No,17
chemicals,Cereals and Derivatives,Nabeul,No,No,from 50 to 100,agent comercial,yes,Phone,yes,17
Agri-food,Cereals and Derivatives,Siliana,No,No,300-500,agent comercial,yes,Phone,yes,17
Agri-food,Cereals and Derivatives,Nabeul,No,No,from 50 to 100,agent comercial,yes,Phone,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,yes,Phone,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,yes,Phone,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,yes,Phone,yes,17
Agri-food,Cereals and Derivatives,Ben Arous,No,No,from 50 to 100,agent comercial,yes,Phone,yes,17
Agri-food,Cereals and Derivatives,Ben Arous,No,No,300-500,RH,yes,Phone,yes,17
Agri-food,Cereals and Derivatives,Ben Arous,No,No,300-500,RH,yes,E-mail,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,RH,yes,E-mail,yes,17
Agri-food,Cereals and Derivatives,Sousse,No,No,from 50 to 100,RH,yes,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,300-500,RH,yes,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,300-500,RH,yes,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,RH,yes,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,300-500,RH,No,E-mail,yes,11
Agri-food,Healthy Snacks and Natural Products,Bizerte,No,No,from 50 to 100,RH,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Monastir,No,No,from 50 to 100,RH,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,MaNouba,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,MaNouba,No,No,from 50 to 100,agent comercial,No,Phone,yes,12
Agri-food,Healthy Snacks and Natural Products,Tunis,No,No,300-500,agent comercial,No,Phone,yes,12
Agri-food,Healthy Snacks and Natural Products,Ben Arous,No,No,300-500,agent comercial,No,Phone,yes,12
Agri-food,Healthy Snacks and Natural Products,MaNouba,No,No,300-500,agent comercial,No,Phone,yes,12
Agri-food,Oils and Fats,MaNouba,No,No,from 50 to 100,marketing agent,No,Phone,yes,12
Agri-food,Oils and Fats,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,12
Agri-food,Oils and Fats,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,12
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Ben Arous,No,No,more than 500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Ben Arous,No,No,more than 500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Ben Arous,No,No,more than 500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,more than 500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sousse,No,No,more than 500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,18
Agri-food,Canned and Preserved Foods,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Biscuits and Confectioneries,Sousse,No,No,from 50 to 100,marketing agent,No,E-mail,yes,19
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,16
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,RH,No,E-mail,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,RH,No,E-mail,yes,17
Agri-food,Healthy Snacks and Natural Products,Ben Arous,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,Procurement Manager,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Tunis,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Ben Arous,No,No,300-500,Procurement Manager,No,Phone,yes,11
Agri-food,Cereals and Derivatives,MaNouba,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,11
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,from 50 to 100,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Bizerte,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Ben Arous,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,12
industrial manufacturing,aluminium manufacturing,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Tunis,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Sousse,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Ariana,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Zaghouan,No,No,300-500,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Tunis,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Zaghouan,No,No,from 50 to 100,marketing agent,No,E-mail,yes,17
industrial manufacturing,aluminium manufacturing,Bizerte,No,No,300-500,marketing agent,No,E-mail,yes,11
industrial manufacturing,aluminium manufacturing,Sfax,No,No,from 50 to 100,marketing agent,No,E-mail,yes,11
industrial manufacturing,aluminium manufacturing,Ariana,No,No,300-500,marketing agent,No,E-mail,yes,11
industrial manufacturing,car manufacturing,Ariana,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Zaghouan,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Ben Arous,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Monastir,No,No,300-500,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Ben Arous,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Sfax,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Ben Arous,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Nabeul,No,No,from 50 to 100,RH,No,E-mail,No,11
industrial manufacturing,car manufacturing,Zaghouan,No,No,300-500,RH,No,Phone,yes,12
industrial manufacturing,car manufacturing,Beja,No,No,from 50 to 100,RH,No,Phone,yes,12
industrial manufacturing,car manufacturing,Monastir,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,12
industrial manufacturing,car manufacturing,MaNouba,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,12
industrial manufacturing,car manufacturing,Tunis,No,No,300-500,Procurement Manager,No,Phone,yes,12
industrial manufacturing,car manufacturing,Sfax,No,No,300-500,Procurement Manager,No,Phone,yes,12
industrial manufacturing,car manufacturing,Sfax,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,12
industrial manufacturing,car manufacturing,Bizerte,No,No,from 50 to 100,Procurement Manager,No,Phone,yes,17
chemicals,Cereals and Derivatives,Nabeul,No,No,more than 500,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Siliana,No,No,300-500,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Nabeul,No,No,more than 500,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,more than 500,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,more than 500,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Ben Arous,No,No,more than 500,agent comercial,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Ben Arous,No,No,300-500,RH,No,Phone,yes,17
Agri-food,Cereals and Derivatives,Ben Arous,No,No,300-500,RH,No,E-mail,yes,17
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,RH,No,E-mail,yes,17
Agri-food,Cereals and Derivatives,Sousse,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,300-500,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,300-500,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,from 50 to 100,RH,No,E-mail,yes,11
Agri-food,Cereals and Derivatives,Sfax,No,No,300-500,RH,No,E-mail,yes,11
Agri-food,Healthy Snacks and Natural Products,Bizerte,No,No,more than 500,RH,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Monastir,No,No,more than 500,RH,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,more than 500,RH,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Ariana,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,Sfax,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,MaNouba,No,No,300-500,agent comercial,No,Phone,yes,11
Agri-food,Healthy Snacks and Natural Products,MaNouba,No,No,from 50 to 100,agent comercial,No,Phone,yes,12
Agri-food,Healthy Snacks and Natural Products,Tunis,No,No,300-500,agent comercial,No,Phone,yes,12
Agri-food,Healthy Snacks and Natural Products,Ben Arous,No,No,300-500,agent comercial,No,Phone,yes,12
Agri-food,Healthy Snacks and Natural Products,MaNouba,No,No,300-500,agent comercial,No,Phone,yes,12
Agri-food,Oils and Fats,MaNouba,No,No,from 50 to 100,marketing agent,No,Phone,yes,12
Agri-food,Oils and Fats,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,12
Agri-food,Oils and Fats,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,12
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Ben Arous,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sousse,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Oils and Fats,Sfax,No,No,300-500,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,from 50 to 100,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Ben Arous,No,No,more than 500,marketing agent,No,Phone,yes,18
Agri-food,Canned and Preserved Foods,Ben Arous,No,No,more than 500,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Ben Arous,No,No,more than 500,marketing agent,No,Phone,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,more than 500,marketing agent,No,Phone,yes,17
Agri-food,Biscuits and Confectioneries,Sousse,No,No,more than 500,marketing agent,No,E-mail,yes,19
Agri-food,Canned and Preserved Foods,Sfax,No,No,more than 500,marketing agent,No,E-mail,yes,16
Agri-food,Canned and Preserved Foods,Sfax,No,No,more than 500,RH,No,E-mail,yes,17
Agri-food,Canned and Preserved Foods,Sfax,No,No,more than 500,RH,No,E-mail,yes,17
Agri-food,Biscuits and Confectioneries,Ben Arous,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Flour-Based Products,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Biscuits and Confectioneries,Monastir,yes,yes,100-200,Directeur générale,yes,Partner,No,17
Agri-food,Cereals and Derivatives,Kairouan,yes,yes,100-200,Directeur générale,yes,Partner,No,17
Agri-food,Biscuits and Confectioneries,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Sousse,yes,yes,200-300,Directeur générale,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Mahdia,yes,yes,200-300,Directeur générale,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Monastir,yes,yes,200-300,Directeur générale,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Monastir,yes,yes,100-200,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Sousse,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Healthy Snacks and Natural Products,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Healthy Snacks and Natural Products,Kairouan,yes,yes,more than 500,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Biscuits and Confectioneries,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Healthy Snacks and Natural Products,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Sugars and Derivatives,Monastir,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,17
Agri-food,Beverages,Kairouan,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,17
Agri-food,Beverages,Mahdia,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,17
Agri-food,Oils and Fats,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Oils and Fats,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Oils and Fats,Ben Arous,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Beverages,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Oils and Fats,Mahdia,yes,yes,200-300,Directeur générale,yes,Event,No,17
Agri-food,Beverages,Sousse,yes,yes,200-300,Directeur générale,yes,Event,No,17
Agri-food,Oils and Fats,Ben Arous,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Healthy Snacks and Natural Products,Ben Arous,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Healthy Snacks and Natural Products,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Oils and Fats,Tunis,yes,yes,200-300,Directeur générale,yes,Event,No,17
Agri-food,Oils and Fats,Ben Arous,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,17
Agri-food,Oils and Fats,Sousse,yes,yes,200-300,Directeur générale,yes,Event,No,17
Agri-food,Flour-Based Products,Monastir,yes,yes,300-500,le Directeur d'Usine,yes,Event,No,17
Agri-food,Flour-Based Products,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Flour-Based Products,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Biscuits and Confectioneries,Monastir,yes,yes,100-200,Directeur générale,yes,Event,No,17
Agri-food,Flour-Based Products,Sousse,yes,yes,100-200,Directeur générale,yes,Event,No,17
Agri-food,Biscuits and Confectioneries,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Canned and Preserved Foods,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Canned and Preserved Foods,,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,17
Agri-food,Canned and Preserved Foods,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Canned and Preserved Foods,Monastir,yes,yes,100-200,Directeur générale,yes,Event,No,17
Agri-food,Canned and Preserved Foods,Kairouan,yes,yes,200-300,Directeur générale,yes,Event,No,17
Agri-food,Coffee,Monastir,yes,yes,200-300,Directeur générale,yes,Event,No,17
Agri-food,Coffee,Monastir,yes,yes,200-300,Directeur générale,yes,Event,No,17
Agri-food,Biscuits and Confectioneries,Ben Arous,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Flour-Based Products,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Biscuits and Confectioneries,Monastir,yes,yes,100-200,Directeur générale,yes,Partner,No,17
Agri-food,Cereals and Derivatives,Kairouan,yes,yes,100-200,Directeur générale,yes,Partner,No,17
Agri-food,Biscuits and Confectioneries,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Sousse,yes,yes,200-300,Directeur générale,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Mahdia,yes,yes,200-300,Directeur générale,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Monastir,yes,yes,200-300,Directeur générale,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Monastir,yes,yes,100-200,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Sousse,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Dairy and Dairy Derivatives,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Healthy Snacks and Natural Products,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Healthy Snacks and Natural Products,Kairouan,yes,yes,more than 500,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Biscuits and Confectioneries,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Healthy Snacks and Natural Products,Sousse,yes,yes,100-200,le Directeur d'Usine,yes,Partner,No,17
Agri-food,Sugars and Derivatives,Monastir,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,17
Agri-food,Beverages,Kairouan,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,17
Agri-food,Beverages,Mahdia,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,17
Agri-food,Oils and Fats,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Oils and Fats,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Oils and Fats,Ben Arous,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Beverages,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Oils and Fats,Mahdia,yes,yes,200-300,Directeur générale,yes,Event,No,17
Agri-food,Beverages,Sousse,yes,yes,200-300,Directeur générale,yes,Event,No,17
Agri-food,Oils and Fats,Ben Arous,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Healthy Snacks and Natural Products,Ben Arous,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Healthy Snacks and Natural Products,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Oils and Fats,Tunis,yes,yes,200-300,Directeur générale,yes,Event,No,17
Agri-food,Oils and Fats,Ben Arous,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,17
Agri-food,Oils and Fats,Sousse,yes,yes,200-300,Directeur générale,yes,Event,No,17
Agri-food,Flour-Based Products,Monastir,yes,yes,300-500,le Directeur d'Usine,yes,Event,No,17
Agri-food,Flour-Based Products,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Flour-Based Products,Kairouan,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Biscuits and Confectioneries,Monastir,yes,yes,100-200,Directeur générale,yes,Event,No,17
Agri-food,Flour-Based Products,Sousse,yes,yes,100-200,Directeur générale,yes,Event,No,17
Agri-food,Biscuits and Confectioneries,Monastir,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Canned and Preserved Foods,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
Agri-food,Canned and Preserved Foods,,yes,yes,100-200,le Directeur d'Usine,yes,Event,No,17
Agri-food,Canned and Preserved Foods,Mahdia,yes,yes,200-300,le Directeur d'Usine,yes,Event,No,17
